date,home_team,home_score,away_team,away_score,home_ranked,away_ranked
2025-08-30,West Virginia,45,Robert Morris,3,true,false
2025-08-30,UConn,59,Central Connecticut,13,true,false
2025-08-30,Indiana,27,Old Dominion,14,true,true
2025-08-30,Louisville,51,Eastern Kentucky,17,true,false
2025-08-30,Air Force,49,Bucknell,13,true,false
2025-08-30,Georgia,45,Marshall,7,true,true
2025-08-30,Northern Illinois,19,Holy Cross,17,true,false
2025-08-30,Penn State,46,Nevada,11,true,true
2025-08-30,Massachusetts,10,Temple,42,true,true
2025-08-30,Iowa State,55,South Dakota,7,true,false
2025-08-30,Florida State,31,Alabama,17,true,true
2025-08-30,Liberty,28,Maine,7,true,false
2025-08-30,Oregon,59,Montana State,13,true,false
2025-08-30,Arkansas,52,Alabama A&M,7,true,false
2025-08-30,Memphis,45,Chattanooga,10,true,false
2025-08-30,Virginia,48,Coastal Carolina,7,true,true
2025-08-30,Oklahoma,35,Illinois State,3,true,false
2025-08-30,Iowa,34,UAlbany,7,true,false
2025-08-30,James Madison,45,Weber State,10,true,false
2025-08-30,Arkansas State,42,Southeast Missouri State,24,true,false
2025-08-30,Middle Tennessee,14,Austin Peay,34,true,false
2025-08-30,Texas A&M,42,UTSA,24,true,true
2025-08-30,Kansas State,38,North Dakota,35,true,false
2025-08-30,South Alabama,38,Morgan State,21,true,false
2025-08-30,Florida,55,Long Island University,0,true,false
2025-08-30,Vanderbilt,45,Charleston Southern,3,true,false
2025-08-30,Western Kentucky,55,North Alabama,6,true,false
2025-08-30,Troy,38,Nicholls,20,true,false
2025-08-30,USC,73,Missouri State,13,true,true
2025-08-30,Louisiana Tech,24,SE Louisiana,0,true,false
2025-08-30,Clemson,10,LSU,17,true,true
2025-08-30,Michigan,34,New Mexico,17,true,true
2025-08-30,Utah State,28,UTEP,16,true,true
2025-08-30,Texas Tech,67,Arkansas-Pine Bluff,7,true,false
2025-08-30,Ole Miss,63,Georgia State,7,true,true
2025-08-31,North Texas,51,Lamar,0,true,false
2025-08-31,BYU,69,Portland State,0,true,false
2025-08-31,Tulsa,35,Abilene Christian,7,true,false
2025-08-31,Texas State,52,Eastern Michigan,27,true,true
2025-08-31,Louisiana,12,Rice,14,true,true
2025-08-31,New Mexico State,19,Bryant,3,true,false
2025-08-31,SMU,42,East Texas A&M,13,true,false
2025-08-31,Fresno State,42,Georgia Southern,14,true,true
2025-08-31,Washington State,13,Idaho,10,true,false
2025-08-31,Arizona State,38,Northern Arizona,19,true,false
2025-08-31,Oregon State,15,California,34,true,true
2025-08-31,Arizona,40,Hawai'i,6,true,true
2025-08-31,Washington,38,Colorado State,21,true,true
2025-08-31,UCLA,10,Utah,43,true,true
2025-08-31,South Carolina,24,Virginia Tech,11,true,true
2025-08-31,Miami,27,Notre Dame,24,true,true
2025-09-02,North Carolina,14,TCU,48,true,true
2025-09-05,Louisville,28,James Madison,14,true,true
2025-09-05,Northwestern,42,Western Illinois,7,true,false
2025-09-05,Maryland,20,Northern Illinois,9,true,true
2025-09-06,Boise State,51,Eastern Washington,14,true,false
2025-09-06,Jacksonville State,34,Liberty,24,true,true
2025-09-06,Pittsburgh,45,Central Michigan,17,true,true
2025-09-06,Texas,38,San José State,7,true,true
2025-09-06,Texas Tech,62,Kent State,14,true,true
2025-09-06,NC State,35,Virginia,31,true,true
2025-09-06,Indiana,56,Kennesaw State,9,true,true
2025-09-06,Penn State,34,Florida International,0,true,true
2025-09-06,Florida State,77,East Texas A&M,3,true,false
2025-09-06,Iowa State,16,Iowa,13,true,true
2025-09-06,SMU,45,Baylor,48,true,true
2025-09-06,Syracuse,27,UConn,20,true,true
2025-09-06,Minnesota,66,Northwestern State,0,true,false
2025-09-06,Duke,19,Illinois,45,true,true
2025-09-06,Texas A&M,44,Utah State,22,true,true
2025-09-06,Temple,55,Howard,7,true,false
2025-09-06,Wake Forest,42,Western Carolina,10,true,false
2025-09-06,New Mexico,32,Idaho State,22,true,false
2025-09-06,Clemson,27,Troy,16,true,true
2025-09-06,Rutgers,45,Miami (OH),17,true,true
2025-09-06,Massachusetts,26,Bryant,27,true,false
2025-09-06,Cincinnati,34,Bowling Green,20,true,true
2025-09-06,Western Michigan,30,North Texas,33,true,true
2025-09-06,Navy,38,UAB,24,true,true
2025-09-06,UTSA,36,Texas State,43,true,true
2025-09-06,Oregon State,27,Fresno State,36,true,true
2025-09-06,Kentucky,23,Ole Miss,30,true,true
2025-09-06,Tennessee,72,East Tennessee State,17,true,false
2025-09-06,Ohio State,70,Grambling,0,true,false
2025-09-06,Georgia,28,Austin Peay,6,true,false
2025-09-06,App State,20,Lindenwood,13,true,false
2025-09-06,Colorado,31,Delaware,7,true,true
2025-09-06,Buffalo,45,Saint Francis,6,true,false
2025-09-06,Georgia Tech,59,Gardner-Webb,12,true,false
2025-09-06,Oregon,69,Oklahoma State,3,true,true
2025-09-06,Missouri,42,Kansas,31,true,true
2025-09-06,Wyoming,31,Northern Iowa,7,true,false
2025-09-06,Ohio,17,West Virginia,10,true,true
2025-09-06,Wisconsin,42,Middle Tennessee,10,true,true
2025-09-06,Florida,16,South Florida,18,true,true
2025-09-06,Nevada,20,Sacramento State,17,true,false
2025-09-06,Southern Miss,38,Jackson State,20,true,false
2025-09-06,Arkansas,56,Arkansas State,14,true,true
2025-09-06,Marshall,20,Missouri State,21,true,true
2025-09-06,East Carolina,56,Campbell,3,true,false
2025-09-06,California,35,Texas Southern,3,true,false
2025-09-06,Florida Atlantic,56,Florida A&M,14,true,false
2025-09-06,Utah,63,Cal Poly,9,true,false
2025-09-06,Old Dominion,54,North Carolina Central,6,true,false
2025-09-06,Kansas State,21,Army,24,true,true
2025-09-06,UCF,68,North Carolina A&T,7,true,false
2025-09-06,Charlotte,3,North Carolina,20,true,true
2025-09-06,Miami,45,Bethune-Cookman,3,true,false
2025-09-06,Toledo,45,Western Kentucky,21,true,true
2025-09-06,Rice,9,Houston,35,true,true
2025-09-06,Georgia State,16,Memphis,38,true,true
2025-09-06,South Alabama,31,Tulane,33,true,true
2025-09-06,South Carolina,38,South Carolina State,10,true,false
2025-09-06,Eastern Michigan,23,Long Island University,28,true,false
2025-09-06,Colorado State,21,Northern Colorado,17,true,false
2025-09-06,Coastal Carolina,13,Charleston Southern,0,true,false
2025-09-06,Auburn,42,Ball State,3,true,true
2025-09-06,Purdue,34,Southern Illinois,17,true,false
2025-09-06,LSU,23,Louisiana Tech,7,true,true
2025-09-06,Oklahoma,24,Michigan,13,true,true
2025-09-06,Nebraska,68,Akron,0,true,true
2025-09-06,Virginia Tech,20,Vanderbilt,44,true,true
2025-09-06,USC,59,Georgia Southern,20,true,true
2025-09-06,Michigan State,42,Boston College,40,true,true
2025-09-06,Mississippi State,24,Arizona State,20,true,true
2025-09-06,Alabama,73,UL Monroe,0,true,true
2025-09-07,UNLV,30,UCLA,23,true,true
2025-09-07,Louisiana,34,McNeese,10,true,false
2025-09-07,New Mexico State,21,Tulsa,14,true,true
2025-09-07,UTEP,42,UT Martin,17,true,false
2025-09-07,Arizona,48,Weber State,3,true,false
2025-09-07,Washington State,36,San Diego State,13,true,true
2025-09-07,BYU,27,Stanford,3,true,true
2025-09-07,Washington,70,UC Davis,10,true,false
2025-09-07,Hawai'i,37,Sam Houston,20,true,true
2025-09-11,Wake Forest,24,NC State,34,true,true
2025-09-12,Indiana,73,Indiana State,0,true,false
2025-09-12,Syracuse,66,Colgate,24,true,false
2025-09-12,Houston,36,Colorado,20,true,true
2025-09-13,Arizona,23,Kansas State,17,true,true
2025-09-13,UCLA,10,New Mexico,35,true,true
2025-09-13,Nebraska,59,Houston Christian,7,true,false
2025-09-13,Alabama,38,Wisconsin,14,true,true
2025-09-13,Northwestern,14,Oregon,34,true,true
2025-09-13,Temple,3,Oklahoma,42,true,true
2025-09-13,Michigan,63,Central Michigan,3,true,true
2025-09-13,Maryland,44,Towson,17,true,false
2025-09-13,Virginia,55,William & Mary,16,true,false
2025-09-13,Kent State,28,Buffalo,31,true,true
2025-09-13,Troy,7,Memphis,28,true,true
2025-09-13,Georgia Tech,24,Clemson,21,true,true
2025-09-13,Baylor,42,Samford,7,true,false
2025-09-13,Auburn,31,South Alabama,15,true,true
2025-09-13,Missouri,52,Louisiana,10,true,true
2025-09-13,Ball State,34,New Hampshire,29,true,false
2025-09-13,Delaware,44,UConn,41,true,true
2025-09-13,Texas Tech,45,Oregon State,14,true,true
2025-09-13,Tennessee,41,Georgia,44,true,true
2025-09-13,Rutgers,60,Norfolk State,10,true,false
2025-09-13,North Texas,59,Washington State,10,true,true
2025-09-13,West Virginia,31,Pittsburgh,24,true,true
2025-09-13,Penn State,52,Villanova,6,true,false
2025-09-13,Missouri State,10,SMU,28,true,true
2025-09-13,Michigan State,41,Youngstown State,24,true,false
2025-09-13,Purdue,17,USC,33,true,true
2025-09-13,Toledo,60,Morgan State,0,true,false
2025-09-13,Cincinnati,70,Northwestern State,0,true,false
2025-09-13,UTSA,48,Incarnate Word,20,true,false
2025-09-13,North Carolina,41,Richmond,6,true,false
2025-09-13,Arkansas State,16,Iowa State,24,true,true
2025-09-13,Texas,27,UTEP,10,true,true
2025-09-13,Miami,49,South Florida,12,true,true
2025-09-13,Bowling Green,23,Liberty,13,true,true
2025-09-13,Nevada,13,Middle Tennessee,14,true,true
2025-09-13,Charlotte,42,Monmouth,35,true,false
2025-09-13,Mississippi State,63,Alcorn State,0,true,false
2025-09-13,Florida International,38,Florida Atlantic,28,true,true
2025-09-13,Marshall,38,Eastern Kentucky,7,true,false
2025-09-13,Kennesaw State,27,Merrimack,13,true,false
2025-09-13,Georgia Southern,41,Jacksonville State,34,true,true
2025-09-13,Southern Miss,38,App State,22,true,true
2025-09-13,Illinois,38,Western Michigan,0,true,true
2025-09-13,Georgia State,37,Murray State,21,true,false
2025-09-13,Ole Miss,41,Arkansas,35,true,true
2025-09-13,Virginia Tech,26,Old Dominion,45,true,true
2025-09-13,Ohio State,37,Ohio,9,true,true
2025-09-13,Rice,38,Prairie View A&M,17,true,false
2025-09-13,Kentucky,48,Eastern Michigan,23,true,true
2025-09-13,Coastal Carolina,0,East Carolina,38,true,true
2025-09-13,Iowa,47,Massachusetts,7,true,true
2025-09-13,Notre Dame,40,Texas A&M,41,true,true
2025-09-13,LSU,20,Florida,10,true,true
2025-09-13,Louisiana Tech,49,New Mexico State,14,true,true
2025-09-13,South Carolina,7,Vanderbilt,31,true,true
2025-09-14,Tulsa,23,Navy,42,true,true
2025-09-14,TCU,42,Abilene Christian,21,true,false
2025-09-14,Tulane,34,Duke,27,true,true
2025-09-14,Wyoming,6,Utah,31,true,true
2025-09-14,UAB,31,Akron,28,true,true
2025-09-14,Utah State,49,Air Force,30,true,true
2025-09-14,Fresno State,56,Southern,7,true,false
2025-09-14,California,27,Minnesota,14,true,true
2025-09-14,Stanford,30,Boston College,20,true,true
2025-09-14,Arizona State,34,Texas State,15,true,true
2025-09-14,Hawai'i,23,Portland State,3,true,false
2025-09-18,Charlotte,17,Rice,28,true,true
2025-09-19,Oklahoma State,12,Tulsa,19,true,true
2025-09-20,Rutgers,28,Iowa,38,true,true
2025-09-20,Clemson,21,Syracuse,34,true,true
2025-09-20,TCU,35,SMU,24,true,true
2025-09-20,Wisconsin,10,Maryland,27,true,true
2025-09-20,Louisville,40,Bowling Green,17,true,true
2025-09-20,Utah,10,Texas Tech,34,true,true
2025-09-20,Memphis,32,Arkansas,31,true,true
2025-09-20,Army,38,North Texas,45,true,true
2025-09-20,Virginia Tech,38,Wofford,6,true,false
2025-09-20,South Florida,63,South Carolina State,14,true,false
2025-09-20,Miami (OH),38,UNLV,41,true,true
2025-09-20,Tennessee,56,UAB,24,true,true
2025-09-20,Central Michigan,49,Wagner,10,true,false
2025-09-20,Oregon,41,Oregon State,7,true,true
2025-09-20,Florida State,66,Kent State,10,true,true
2025-09-20,Oklahoma,24,Auburn,17,true,true
2025-09-20,Notre Dame,56,Purdue,30,true,true
2025-09-20,UConn,31,Ball State,25,true,true
2025-09-20,Ohio,52,Gardner-Webb,35,true,false
2025-09-20,Nebraska,27,Michigan,30,true,true
2025-09-20,Buffalo,17,Troy,21,true,true
2025-09-20,UCF,34,North Carolina,9,true,true
2025-09-20,Western Michigan,14,Toledo,13,true,true
2025-09-20,Ole Miss,45,Tulane,10,true,true
2025-09-20,Liberty,13,James Madison,31,true,true
2025-09-20,Eastern Michigan,34,Louisiana,31,true,true
2025-09-20,Duke,45,NC State,33,true,true
2025-09-20,Mississippi State,38,Northern Illinois,10,true,true
2025-09-20,Georgia Tech,45,Temple,24,true,true
2025-09-20,San José State,31,Idaho,28,true,false
2025-09-20,Akron,51,Duquesne,7,true,false
2025-09-20,Kennesaw State,28,Arkansas State,21,true,true
2025-09-20,Florida International,16,Delaware,38,true,true
2025-09-20,Kansas,41,West Virginia,10,true,true
2025-09-20,Air Force,37,Boise State,49,true,true
2025-09-20,Missouri State,42,UT Martin,10,true,false
2025-09-20,Missouri,29,South Carolina,20,true,true
2025-09-20,Western Kentucky,31,Nevada,16,true,true
2025-09-20,Georgia Southern,45,Maine,17,true,false
2025-09-20,Jacksonville State,45,Murray State,10,true,false
2025-09-20,Middle Tennessee,28,Marshall,42,true,true
2025-09-20,South Alabama,20,Coastal Carolina,38,true,true
2025-09-20,Louisiana Tech,30,Southern Miss,20,true,true
2025-09-20,Washington State,24,Washington,59,true,true
2025-09-20,Miami,26,Florida,7,true,true
2025-09-20,Virginia,48,Stanford,20,true,true
2025-09-20,East Carolina,13,BYU,34,true,true
2025-09-20,Indiana,63,Illinois,10,true,true
2025-09-20,Baylor,24,Arizona State,27,true,true
2025-09-20,Vanderbilt,70,Georgia State,21,true,true
2025-09-20,LSU,56,SE Louisiana,10,true,false
2025-09-21,Texas,55,Sam Houston,0,true,true
2025-09-21,Utah State,48,McNeese,7,true,false
2025-09-21,Texas State,35,Nicholls,3,true,false
2025-09-21,UTEP,25,UL Monroe,31,true,true
2025-09-21,Colorado State,16,UTSA,17,true,true
2025-09-21,Colorado,37,Wyoming,20,true,true
2025-09-21,San Diego State,34,California,0,true,true
2025-09-21,USC,45,Michigan State,31,true,true
2025-09-21,Hawai'i,21,Fresno State,23,true,true
2025-09-25,East Carolina,28,Army,6,true,true
2025-09-26,Virginia,46,Florida State,38,true,true
2025-09-27,Arizona State,27,TCU,24,true,true
2025-09-27,Oregon State,24,Houston,27,true,true
2025-09-27,Illinois,34,USC,32,true,true
2025-09-27,Pittsburgh,27,Louisville,34,true,true
2025-09-27,Arkansas,13,Notre Dame,56,true,true
2025-09-27,Kansas,34,Cincinnati,37,true,true
2025-09-27,Ohio,35,Bowling Green,20,true,true
2025-09-27,Kansas State,34,UCF,20,true,true
2025-09-27,Syracuse,3,Duke,38,true,true
2025-09-27,North Texas,36,South Alabama,22,true,true
2025-09-27,Wake Forest,29,Georgia Tech,30,true,true
2025-09-27,Minnesota,31,Rutgers,28,true,true
2025-09-27,Vanderbilt,55,Utah State,35,true,true
2025-09-27,Central Michigan,24,Eastern Michigan,13,true,true
2025-09-27,James Madison,35,Georgia Southern,10,true,true
2025-09-27,UL Monroe,28,Arkansas State,16,true,true
2025-09-27,Toledo,45,Akron,3,true,true
2025-09-27,Boston College,24,California,28,true,true
2025-09-27,Oklahoma State,27,Baylor,45,true,true
2025-09-27,Buffalo,17,UConn,20,true,true
2025-09-27,Iowa,15,Indiana,20,true,true
2025-09-27,Northwestern,17,UCLA,14,true,true
2025-09-27,Miami (OH),38,Lindenwood,0,true,false
2025-09-27,Washington,6,Ohio State,24,true,true
2025-09-27,Navy,21,Rice,13,true,true
2025-09-27,Northern Illinois,3,San Diego State,6,true,true
2025-09-27,Texas A&M,16,Auburn,10,true,true
2025-09-27,West Virginia,14,Utah,48,true,true
2025-09-27,Ole Miss,24,LSU,19,true,true
2025-09-27,New Mexico,38,New Mexico State,20,true,true
2025-09-27,Air Force,35,Hawai'i,44,true,true
2025-09-27,Tulsa,14,Tulane,31,true,true
2025-09-27,Mississippi State,34,Tennessee,41,true,true
2025-09-27,Kennesaw State,24,Middle Tennessee,16,true,true
2025-09-27,Old Dominion,21,Liberty,7,true,true
2025-09-27,Western Michigan,47,Rhode Island,14,true,false
2025-09-27,Iowa State,39,Arizona,14,true,true
2025-09-27,Florida Atlantic,26,Memphis,55,true,true
2025-09-27,NC State,21,Virginia Tech,23,true,true
2025-09-27,Southern Miss,42,Jacksonville State,25,true,true
2025-09-27,Missouri State,22,Western Kentucky,27,true,true
2025-09-27,Colorado State,3,Washington State,20,true,true
2025-09-27,Georgia,21,Alabama,24,true,true
2025-09-27,Stanford,30,San José State,29,true,true
2025-09-27,Boise State,47,App State,14,true,true
2025-09-27,Missouri,42,Massachusetts,6,true,true
2025-09-27,Penn State,24,Oregon,30,true,true
2025-09-27,South Carolina,35,Kentucky,13,true,true
2025-09-28,Louisiana,54,Marshall,51,true,true
2025-09-28,UTEP,11,Louisiana Tech,30,true,true
2025-09-28,Colorado,21,BYU,24,true,true
2025-10-03,New Mexico State,37,Sam Houston,10,true,true
2025-10-03,South Florida,54,Charlotte,26,true,true
2025-10-03,Delaware,24,Western Kentucky,27,true,true
2025-10-04,San José State,35,New Mexico,28,true,true
2025-10-04,BYU,38,West Virginia,24,true,true
2025-10-04,San Diego State,45,Colorado State,24,true,true
2025-10-04,Michigan,24,Wisconsin,10,true,true
2025-10-04,North Carolina,10,Clemson,38,true,true
2025-10-04,UAB,13,Army,31,true,true
2025-10-04,Purdue,27,Illinois,43,true,true
2025-10-04,Georgia,35,Kentucky,14,true,true
2025-10-04,Pittsburgh,48,Boston College,7,true,true
2025-10-04,Cincinnati,38,Iowa State,30,true,true
2025-10-04,Baylor,35,Kansas State,34,true,true
2025-10-04,Navy,34,Air Force,31,true,true
2025-10-04,Ball State,20,Ohio,14,true,true
2025-10-04,Virginia Tech,23,Wake Forest,30,true,true
2025-10-04,Temple,27,UTSA,21,true,true
2025-10-04,NC State,56,Campbell,10,true,false
2025-10-04,Massachusetts,3,Western Michigan,21,true,true
2025-10-04,Arizona,41,Oklahoma State,13,true,true
2025-10-04,Louisville,27,Virginia,30,true,true
2025-10-04,Northern Illinois,14,Miami (OH),25,true,true
2025-10-04,Florida,29,Texas,21,true,true
2025-10-04,SMU,31,Syracuse,18,true,true
2025-10-04,Buffalo,31,Eastern Michigan,30,true,true
2025-10-04,UConn,51,Florida International,10,true,true
2025-10-04,Alabama,30,Vanderbilt,14,true,true
2025-10-04,Notre Dame,28,Boise State,7,true,true
2025-10-04,Georgia State,7,James Madison,14,true,true
2025-10-04,App State,27,Oregon State,23,true,true
2025-10-04,UCLA,42,Penn State,37,true,true
2025-10-04,Maryland,20,Washington,24,true,true
2025-10-04,Northwestern,42,UL Monroe,7,true,true
2025-10-04,Akron,28,Central Michigan,22,true,true
2025-10-04,Oklahoma,44,Kent State,0,true,true
2025-10-04,Arkansas State,31,Texas State,30,true,true
2025-10-04,Nebraska,38,Michigan State,27,true,true
2025-10-04,Old Dominion,47,Coastal Carolina,7,true,true
2025-10-04,Rice,21,Florida Atlantic,27,true,true
2025-10-04,Houston,11,Texas Tech,35,true,true
2025-10-04,Wyoming,17,UNLV,31,true,true
2025-10-04,Troy,31,South Alabama,24,true,true
2025-10-04,Texas A&M,31,Mississippi State,9,true,true
2025-10-04,UCF,20,Kansas,27,true,true
2025-10-04,Florida State,22,Miami,28,true,true
2025-10-04,TCU,35,Colorado,21,true,true
2025-10-04,Ohio State,42,Minnesota,3,true,true
2025-10-05,Memphis,45,Tulsa,7,true,true
2025-10-05,Fresno State,20,Nevada,17,true,true
2025-10-05,California,21,Duke,45,true,true
2025-10-08,Middle Tennessee,20,Missouri State,22,true,true
2025-10-09,UTEP,8,Liberty,19,true,true
2025-10-09,Kennesaw State,35,Louisiana Tech,7,true,true
2025-10-09,Tulane,26,East Carolina,19,true,true
2025-10-10,Georgia Southern,35,Southern Miss,38,true,true
2025-10-10,Sam Houston,27,Jacksonville State,29,true,true
2025-10-10,North Texas,36,South Florida,63,true,true
2025-10-11,Washington,38,Rutgers,19,true,true
2025-10-11,Colorado State,49,Fresno State,21,true,true
2025-10-11,Missouri,24,Alabama,27,true,true
2025-10-11,Illinois,16,Ohio State,34,true,true
2025-10-11,Akron,7,Miami (OH),20,true,true
2025-10-11,Bowling Green,28,Toledo,23,true,true
2025-10-11,Oklahoma State,17,Houston,39,true,true
2025-10-11,Michigan State,13,UCLA,38,true,true
2025-10-11,SMU,34,Stanford,10,true,true
2025-10-11,Army,24,Charlotte,7,true,true
2025-10-11,Florida State,31,Pittsburgh,34,true,true
2025-10-11,James Madison,24,Louisiana,14,true,true
2025-10-11,Cincinnati,20,UCF,11,true,true
2025-10-11,Ole Miss,24,Washington State,21,true,true
2025-10-11,Eastern Michigan,16,Northern Illinois,10,true,true
2025-10-11,Kent State,42,Massachusetts,6,true,true
2025-10-11,Oregon,20,Indiana,30,true,true
2025-10-11,Western Michigan,42,Ball State,0,true,true
2025-10-11,UNLV,51,Air Force,48,true,true
2025-10-11,Georgia State,20,App State,41,true,true
2025-10-11,Maryland,31,Nebraska,34,true,true
2025-10-11,Texas,23,Oklahoma,6,true,true
2025-10-11,Marshall,48,Old Dominion,24,true,true
2025-10-11,Penn State,21,Northwestern,22,true,true
2025-10-11,Kansas State,41,TCU,28,true,true
2025-10-11,Georgia Tech,35,Virginia Tech,20,true,true
2025-10-11,Notre Dame,36,NC State,7,true,true
2025-10-11,Oregon State,14,Wake Forest,39,true,true
2025-10-11,Colorado,24,Iowa State,17,true,true
2025-10-11,Temple,31,Navy,32,true,true
2025-10-11,Tennessee,34,Arkansas,31,true,true
2025-10-11,Florida Atlantic,53,UAB,33,true,true
2025-10-11,Texas A&M,34,Florida,17,true,true
2025-10-11,Coastal Carolina,23,UL Monroe,8,true,true
2025-10-11,Wisconsin,0,Iowa,37,true,true
2025-10-11,Wyoming,35,San José State,28,true,true
2025-10-11,Auburn,10,Georgia,20,true,true
2025-10-11,UTSA,61,Rice,13,true,true
2025-10-11,Texas Tech,42,Kansas,17,true,true
2025-10-11,Boston College,10,Clemson,41,true,true
2025-10-11,USC,31,Michigan,13,true,true
2025-10-11,Minnesota,27,Purdue,20,true,true
2025-10-11,LSU,20,South Carolina,10,true,true
2025-10-12,Arizona,27,BYU,33,true,true
2025-10-12,Texas State,41,Troy,48,true,true
2025-10-12,Boise State,41,New Mexico,25,true,true
2025-10-12,Utah,42,Arizona State,10,true,true
2025-10-12,Nevada,10,San Diego State,44,true,true
2025-10-12,Hawai'i,44,Utah State,26,true,true
2025-10-14,Liberty,30,New Mexico State,27,true,true
2025-10-14,South Alabama,14,Arkansas State,15,true,true
2025-10-15,Western Kentucky,6,Florida International,25,true,true
2025-10-15,Jacksonville State,38,Delaware,25,true,true
2025-10-15,Sam Houston,17,UTEP,35,true,true
2025-10-16,East Carolina,41,Tulsa,27,true,true
2025-10-17,Miami,21,Louisville,24,true,true
2025-10-18,Minnesota,24,Nebraska,6,true,true
2025-10-18,Utah State,30,San José State,25,true,true
2025-10-18,California,21,North Carolina,18,true,true
2025-10-18,Miami (OH),44,Eastern Michigan,30,true,true
2025-10-18,Boston College,23,UConn,38,true,true
2025-10-18,Duke,18,Georgia Tech,27,true,true
2025-10-18,Vanderbilt,31,LSU,24,true,true
2025-10-18,Bowling Green,6,Central Michigan,27,true,true
2025-10-18,Tulane,24,Army,17,true,true
2025-10-18,TCU,42,Baylor,36,true,true
2025-10-18,Michigan,24,Washington,7,true,true
2025-10-18,Houston,31,Arizona,28,true,true
2025-10-18,South Carolina,7,Oklahoma,26,true,true
2025-10-18,UCF,45,West Virginia,13,true,true
2025-10-18,Toledo,45,Kent State,10,true,true
2025-10-18,Massachusetts,21,Buffalo,28,true,true
2025-10-18,Northwestern,19,Purdue,0,true,true
2025-10-18,UL Monroe,14,Troy,37,true,true
2025-10-18,Boise State,56,UNLV,31,true,true
2025-10-18,Marshall,40,Texas State,37,true,true
2025-10-18,Clemson,24,SMU,35,true,true
2025-10-18,Air Force,24,Wyoming,21,true,true
2025-10-18,Charlotte,14,Temple,49,true,true
2025-10-18,Arkansas,42,Texas A&M,45,true,true
2025-10-18,Indiana,38,Michigan State,13,true,true
2025-10-18,Wisconsin,0,Ohio State,34,true,true
2025-10-18,James Madison,63,Old Dominion,27,true,true
2025-10-18,App State,37,Coastal Carolina,45,true,true
2025-10-18,Ohio,48,Northern Illinois,21,true,true
2025-10-18,Georgia,43,Ole Miss,35,true,true
2025-10-18,North Texas,55,UTSA,17,true,true
2025-10-18,Ball State,42,Akron,28,true,true
2025-10-18,UAB,31,Memphis,24,true,true
2025-10-18,Arizona State,26,Texas Tech,22,true,true
2025-10-18,Florida,23,Mississippi State,21,true,true
2025-10-18,Louisiana,10,Southern Miss,22,true,true
2025-10-18,Virginia,22,Washington State,20,true,true
2025-10-18,Rutgers,10,Oregon,56,true,true
2025-10-18,Iowa,25,Penn State,24,true,true
2025-10-18,Kentucky,13,Texas,16,true,true
2025-10-18,UCLA,20,Maryland,17,true,true
2025-10-18,Georgia Southern,41,Georgia State,24,true,true
2025-10-18,Colorado State,19,Hawai'i,31,true,true
2025-10-18,Syracuse,13,Pittsburgh,30,true,true
2025-10-18,Alabama,37,Tennessee,20,true,true
2025-10-18,Notre Dame,34,USC,24,true,true
